model_name,model_size_mb,temperature,top_p,max_tokens,task,scenario,backend,startup,ttft_sec,coldstart,num_queries,total_generation_time_s,avg_gpu_mem_mb,peak_gpu_mem_mb,overhead_mb,avg_gpu_util_pct,peak_gpu_util_pct,avg_cpu_util_pct,peak_cpu_util_pct,avg_ram_mb,peak_ram_mb,avg_power_w,peak_power_w,total_energy_wh,avg_generation_time,avg_tokens_generated,avg_sentences_generated,avg_ATL,avg_GL,avg_TPS,avg_SPS,avg_energy_per_token,avg_energy_per_sentence,avg_subset_em,avg_document_f1,avg_field_em,avg_fuzzy_score
Qwen3-VL-4B-Instruct,8464.4619140625,0.7,0.8,128,vrdu_vision,single,vllm-vl,202.339,0.1077,202.4467,500,1669.33705,21572.12,21582.94,13118.48,85.65,100.0,0.64,11.2,3001.36,3002.95,67.06,75.46,30.359183888888893,3.338674,19.032,1.332,0.190663,3.338674,5.62116,0.40086,12.786513,198.299084,0.18,0.659056,0.658833,0.837786
