model_name,model_size_mb,temperature,top_p,max_tokens,task,scenario,backend,startup,ttft_sec,coldstart,num_queries,total_generation_time_s,avg_gpu_mem_mb,peak_gpu_mem_mb,overhead_mb,avg_gpu_util_pct,peak_gpu_util_pct,avg_cpu_util_pct,peak_cpu_util_pct,avg_ram_mb,peak_ram_mb,avg_power_w,peak_power_w,total_energy_wh,avg_generation_time,avg_tokens_generated,avg_sentences_generated,avg_ATL,avg_GL,avg_TPS,avg_SPS,avg_energy_per_token,avg_energy_per_sentence,avg_subset_em,avg_document_f1,avg_field_em,avg_fuzzy_score
Qwen3-VL-4B-Instruct,8464.4619140625,0.7,0.8,128,vrdu_vision,single,vllm-vl-quant,198.3023,0.0607,198.363,500,1251.152564,21619.25,21620.94,13156.48,82.45,100.0,0.73,12.09,2962.85,2963.79,66.18,76.03,22.465742777777777,2.502305,18.594,1.326,0.147654,2.502305,7.36992,0.53652,9.772317,147.334035,0.174,0.653289,0.653067,0.834828
