model_name,model_size_mb,temperature,top_p,max_tokens,task,scenario,backend,startup,ttft_sec,coldstart,num_queries,total_generation_time_s,avg_gpu_mem_mb,peak_gpu_mem_mb,overhead_mb,avg_gpu_util_pct,peak_gpu_util_pct,avg_cpu_util_pct,peak_cpu_util_pct,avg_ram_mb,peak_ram_mb,avg_power_w,peak_power_w,total_energy_wh,avg_generation_time,avg_tokens_generated,avg_sentences_generated,avg_ATL,avg_GL,avg_TPS,avg_SPS,avg_energy_per_token,avg_energy_per_sentence,avg_subset_em,avg_document_f1,avg_field_em,avg_fuzzy_score
Qwen3-4B,7672.2490234375,0.7,0.8,128,vrdu_tesseract,single,vllm,104.1608,0.0984,104.2592,500,1182.600948,22604.94,22604.94,14932.69,98.39,100.0,0.68,9.11,2824.46,2825.65,71.75,74.98,23.00455694444445,2.365202,19.482,1.232,0.136612,2.365202,7.99788,0.53532,9.801353,154.23743,0.066,0.576982,0.588767,0.78679
